[Heroes Archive] (Data_00_first)


Heroes Message Name: Message


MID_MISSION_M0001_TITLE: ２月ミッション
MID_MISSION_H_M201707C_A3: 青属性の仲間を自軍に入れて、\n４章－３節を\n４人全員生存でクリア。
MID_MISSION_M201707C_A4: 特殊：４章－４節突破
MID_MISSION_H_M201707C_A4: 緑属性の仲間を自軍に入れて、\n４章－４節を\n４人全員生存でクリア。
MID_MISSION_M201707C_A5: 特殊：４章－５節突破
MID_MISSION_H_M201707C_A5: 無属性の仲間を自軍に入れて、\n４章－５節を\n４人全員生存でクリア。
MID_MISSION_M201707C_A6: 特殊：７章－１節ハード突破
MID_MISSION_H_M201707C_A6: ７章－１節ハード以上を\n４人全員生存でクリア。
MID_MISSION_M201707C_A7: 特殊：７章－２節ハード突破
MID_MISSION_H_M201707C_A7: 赤属性の仲間を自軍に入れて、\n７章－２節ハード以上を\n４人全員生存でクリア。
MID_MISSION_M201707C_A8: 特殊：７章－３節ハード突破
MID_MISSION_H_M201707C_A8: 青属性の仲間を自軍に入れて、\n７章－３節ハード以上を\n４人全員生存でクリア。
MID_MISSION_M201707C_A9: 特殊：７章－４節ハード突破
MID_MISSION_H_M201707C_A9: 緑属性の仲間を自軍に入れて、\n７章－４節ハード以上を\n４人全員生存でクリア。
MID_MISSION_M201707C_A10: 特殊：７章－５節ハード突破
MID_MISSION_H_M201707C_A10: 無属性の仲間を自軍に入れて、\n７章－５節ハード以上を\n４人全員生存でクリア。
MID_MISSION_M201707C_A11: 特殊：１０章－１節ルナ突破
MID_MISSION_H_M201707C_A11: １０章－１節ルナティックを\n４人全員生存でクリア。
MID_MISSION_M201707C_A12: 特殊：１０章－２節ルナ突破
MID_MISSION_H_M201707C_A12: 赤属性の仲間を自軍に入れて、\n１０章－２節ルナティックを\n４人全員生存でクリア。
MID_MISSION_M201707C_A13: 特殊：１０章－３節ルナ突破
MID_MISSION_H_M201707C_A13: 青属性の仲間を自軍に入れて、\n１０章－３節ルナティックを\n４人全員生存でクリア。
MID_MISSION_M201707C_A14: 特殊：１０章－４節ルナ突破
MID_MISSION_H_M201707C_A14: 緑属性の仲間を自軍に入れて、\n１０章－４節ルナティックを\n４人全員生存でクリア。
MID_MISSION_M201707C_A15: 特殊：１０章－５節ルナ突破
MID_MISSION_H_M201707C_A15: 無属性の仲間を自軍に入れて、\n１０章－５節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201706STORY02_TITLE: 覚醒の夏
MID_MISSION_S201706STORY02_A1: 特殊：外伝８－１節ルナ突破
MID_MISSION_H_S201706STORY02_A1: 剣の仲間を自軍に入れて、\n外伝８－１節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201706STORY02_A2: 特殊：外伝８－２節ルナ突破
MID_MISSION_H_S201706STORY02_A2: 槍の仲間を自軍に入れて、\n外伝８－２節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201706STORY02_A3: 特殊：外伝８－３節ルナ突破
MID_MISSION_H_S201706STORY02_A3: 斧の仲間を自軍に入れて、\n外伝８－３節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201706VOTE01_TITLE: 投票大戦
MID_MISSION_S201706VOTE01_A1: 敵を撃破
MID_MISSION_H_S201706VOTE01_A1: 敵を撃破。
MID_MISSION_S201706VOTE01_A2: 修練の塔・第２階層突破
MID_MISSION_H_S201706VOTE01_A2: 修練の塔・第２階層をクリア。
MID_MISSION_S201706VOTE01_A3: 修練の塔・第５階層突破
MID_MISSION_H_S201706VOTE01_A3: 修練の塔・第５階層をクリア。
MID_MISSION_S201706VOTE01_A4: 修練の塔・第８階層突破
MID_MISSION_H_S201706VOTE01_A4: 修練の塔・第８階層をクリア。
MID_MISSION_S201706VOTE01_A5: 闘技場で勝利
MID_MISSION_H_S201706VOTE01_A5: 闘技場で勝利。
MID_MISSION_S201706VOTE01_A6: 闘技場で勝利
MID_MISSION_H_S201706VOTE01_A6: 闘技場で勝利。
MID_MISSION_S201706VOTE01_A7: 闘技場・中級以上で勝利
MID_MISSION_H_S201706VOTE01_A7: 闘技場・中級以上で勝利。
MID_MISSION_S201706VOTE01_A8: 闘技場・中級以上で勝利
MID_MISSION_H_S201706VOTE01_A8: 闘技場・中級以上で勝利。
MID_MISSION_S201706VOTE01_A9: 特殊：投票大戦で勝利
MID_MISSION_H_S201706VOTE01_A9: 赤属性の仲間を自軍に入れて、\n投票大戦をクリア。
MID_MISSION_S201706VOTE01_A10: 特殊：投票大戦で勝利
MID_MISSION_H_S201706VOTE01_A10: 青属性の仲間を自軍に入れて、\n投票大戦をクリア。
MID_MISSION_S201706VOTE01_A11: 特殊：投票大戦で勝利
MID_MISSION_H_S201706VOTE01_A11: 緑属性の仲間を自軍に入れて、\n投票大戦をクリア。
MID_MISSION_S201706VOTE01_A12: 特殊：投票大戦で勝利
MID_MISSION_H_S201706VOTE01_A12: 無属性の仲間を自軍に入れて、\n投票大戦をクリア。
MID_MISSION_S201706VOTE01_A13: 特殊：投票大戦で勝利
MID_MISSION_H_S201706VOTE01_A13: 赤属性の仲間を自軍に入れて、\n投票大戦をクリア。
MID_MISSION_S201706VOTE01_A14: 特殊：投票大戦で勝利
MID_MISSION_H_S201706VOTE01_A14: 青属性の仲間を自軍に入れて、\n投票大戦をクリア。
MID_MISSION_S201706VOTE01_A15: 特殊：投票大戦で勝利
MID_MISSION_H_S201706VOTE01_A15: 緑属性の仲間を自軍に入れて、\n投票大戦をクリア。
MID_MISSION_S201706VOTE01_A16: 特殊：投票大戦で勝利
MID_MISSION_H_S201706VOTE01_A16: 無属性の仲間を自軍に入れて、\n投票大戦をクリア。
MID_MISSION_S201706VOTE02_TITLE: 投票大戦
MID_MISSION_S201706VOTE02_A1: 敵を撃破
MID_MISSION_H_S201706VOTE02_A1: 敵を撃破。
MID_MISSION_S201706VOTE02_A2: 修練の塔・第２階層突破
MID_MISSION_H_S201706VOTE02_A2: 修練の塔・第２階層をクリア。
MID_MISSION_S201706VOTE02_A3: 修練の塔・第５階層突破
MID_MISSION_H_S201706VOTE02_A3: 修練の塔・第５階層をクリア。
MID_MISSION_S201706VOTE02_A4: 修練の塔・第８階層突破
MID_MISSION_H_S201706VOTE02_A4: 修練の塔・第８階層をクリア。
MID_MISSION_S201706VOTE02_A5: 闘技場で勝利
MID_MISSION_H_S201706VOTE02_A5: 闘技場で勝利。
MID_MISSION_S201706VOTE02_A6: 闘技場で勝利
MID_MISSION_H_S201706VOTE02_A6: 闘技場で勝利。
MID_MISSION_S201706VOTE02_A7: 闘技場・中級以上で勝利
MID_MISSION_H_S201706VOTE02_A7: 闘技場・中級以上で勝利。
MID_MISSION_S201706VOTE02_A8: 闘技場・中級以上で勝利
MID_MISSION_H_S201706VOTE02_A8: 闘技場・中級以上で勝利。
MID_MISSION_S201706VOTE02_A9: 特殊：投票大戦で勝利
MID_MISSION_H_S201706VOTE02_A9: 赤属性の仲間を自軍に入れて、\n投票大戦をクリア。
MID_MISSION_S201706VOTE02_A10: 特殊：投票大戦で勝利
MID_MISSION_H_S201706VOTE02_A10: 青属性の仲間を自軍に入れて、\n投票大戦をクリア。
MID_MISSION_S201706VOTE02_A11: 特殊：投票大戦で勝利
MID_MISSION_H_S201706VOTE02_A11: 緑属性の仲間を自軍に入れて、\n投票大戦をクリア。
MID_MISSION_S201706VOTE02_A12: 特殊：投票大戦で勝利
MID_MISSION_H_S201706VOTE02_A12: 無属性の仲間を自軍に入れて、\n投票大戦をクリア。
MID_MISSION_S201706VOTE02_A13: 特殊：投票大戦で勝利
MID_MISSION_H_S201706VOTE02_A13: 赤属性の仲間を自軍に入れて、\n投票大戦をクリア。
MID_MISSION_S201706VOTE02_A14: 特殊：投票大戦で勝利
MID_MISSION_H_S201706VOTE02_A14: 青属性の仲間を自軍に入れて、\n投票大戦をクリア。
MID_MISSION_S201706VOTE02_A15: 特殊：投票大戦で勝利
MID_MISSION_H_S201706VOTE02_A15: 緑属性の仲間を自軍に入れて、\n投票大戦をクリア。
MID_MISSION_S201706VOTE02_A16: 特殊：投票大戦で勝利
MID_MISSION_H_S201706VOTE02_A16: 無属性の仲間を自軍に入れて、\n投票大戦をクリア。
MID_MISSION_S201706VOTE03_TITLE: 投票大戦
MID_MISSION_S201706VOTE03_A1: 敵を撃破
MID_MISSION_H_S201706VOTE03_A1: 敵を撃破。
MID_MISSION_S201706VOTE03_A2: 修練の塔・第２階層突破
MID_MISSION_H_S201706VOTE03_A2: 修練の塔・第２階層をクリア。
MID_MISSION_S201706VOTE03_A3: 修練の塔・第５階層突破
MID_MISSION_H_S201706VOTE03_A3: 修練の塔・第５階層をクリア。
MID_MISSION_S201706VOTE03_A4: 修練の塔・第８階層突破
MID_MISSION_H_S201706VOTE03_A4: 修練の塔・第８階層をクリア。
MID_MISSION_S201706VOTE03_A5: 闘技場で勝利
MID_MISSION_H_S201706VOTE03_A5: 闘技場で勝利。
MID_MISSION_S201706VOTE03_A6: 闘技場で勝利
MID_MISSION_H_S201706VOTE03_A6: 闘技場で勝利。
MID_MISSION_S201706VOTE03_A7: 闘技場・中級以上で勝利
MID_MISSION_H_S201706VOTE03_A7: 闘技場・中級以上で勝利。
MID_MISSION_S201706VOTE03_A8: 闘技場・中級以上で勝利
MID_MISSION_H_S201706VOTE03_A8: 闘技場・中級以上で勝利。
MID_MISSION_S201706VOTE03_A9: 特殊：投票大戦で勝利
MID_MISSION_H_S201706VOTE03_A9: 赤属性の仲間を自軍に入れて、\n投票大戦をクリア。
MID_MISSION_S201706VOTE03_A10: 特殊：投票大戦で勝利
MID_MISSION_H_S201706VOTE03_A10: 青属性の仲間を自軍に入れて、\n投票大戦をクリア。
MID_MISSION_S201706VOTE03_A11: 特殊：投票大戦で勝利
MID_MISSION_H_S201706VOTE03_A11: 緑属性の仲間を自軍に入れて、\n投票大戦をクリア。
MID_MISSION_S201706VOTE03_A12: 特殊：投票大戦で勝利
MID_MISSION_H_S201706VOTE03_A12: 無属性の仲間を自軍に入れて、\n投票大戦をクリア。
MID_MISSION_S201706VOTE03_A13: 特殊：投票大戦で勝利
MID_MISSION_H_S201706VOTE03_A13: 赤属性の仲間を自軍に入れて、\n投票大戦をクリア。
MID_MISSION_S201706VOTE03_A14: 特殊：投票大戦で勝利
MID_MISSION_H_S201706VOTE03_A14: 青属性の仲間を自軍に入れて、\n投票大戦をクリア。
MID_MISSION_S201706VOTE03_A15: 特殊：投票大戦で勝利
MID_MISSION_H_S201706VOTE03_A15: 緑属性の仲間を自軍に入れて、\n投票大戦をクリア。
MID_MISSION_S201706VOTE03_A16: 特殊：投票大戦で勝利
MID_MISSION_H_S201706VOTE03_A16: 無属性の仲間を自軍に入れて、\n投票大戦をクリア。
MPID_水着ガイア: 蓋亞
MPID_水着フレデリク: 弗雷德里克
MPID_水着ルフレ女: 魯弗萊
MPID_水着チキ覚醒: 琪姬
MPID_HONOR_水着ガイア: 甜點無處可藏
MPID_HONOR_水着フレデリク: 海岸線的守護者
MPID_HONOR_水着ルフレ女: 海邊的策士
MPID_HONOR_水着チキ覚醒: 第三千次的暑假
MPID_H_水着ガイア: 伊里斯聖王國的盜賊，非常喜愛甜食。\n雖然很想在全身上下藏滿甜點，但這次顯然是不可能的。\n（登場作品：『ファイアーエムブレム　覚醒』）
MPID_H_水着フレデリク: 侍奉伊里斯聖王國王族的騎士，\n會撿拾散落在海灘上的小石頭以及貝殼。\n（登場作品：『ファイアーエムブレム　覚醒』）
MPID_H_水着ルフレ女: 伊里斯聖王國的軍師，庫洛武的摯友。\n相當喜愛在海邊看到的奇特生物。\n（登場作品：『ファイアーエムブレム　覚醒』）
MPID_H_水着チキ覚醒: 神龍族的巫女，雖已經歷過數千次夏天，\n但這是她第一次穿上泳裝。\n（登場作品：『ファイアーエムブレム　覚醒』）
MPID_VOICE_水着ガイア: 松本忍(Shinobu Matsumoto)
MPID_VOICE_水着フレデリク: 小野大輔(Daisuke Ono)
MPID_VOICE_水着ルフレ女: 沢城みゆき(Miyuki Sawashiro)
MPID_VOICE_水着チキ覚醒: 大谷育江(Ikue Otani)
MPID_ILLUST_水着ガイア: 一色箱(Hako Ichiiro)
MPID_ILLUST_水着フレデリク: スエカネクミコ(Kumiko Suekane)
MPID_ILLUST_水着ルフレ女: まよ(Mayo)
MPID_ILLUST_水着チキ覚醒: 岡谷(Okaya)
MSID_魚を突いた銛: 捕魚叉
MSID_魚を突いた銛＋: 捕魚叉＋
MSID_スイカ割りの棍棒: 打西瓜的棍棒
MSID_スイカ割りの棍棒＋: 打西瓜的棍棒＋
MSID_氷菓子の弓: 冰品弓
MSID_氷菓子の弓＋: 冰品弓＋
MSID_貝殻: 貝殼
MSID_貝殻＋: 貝殼＋
MSID_HP守備1: ＨＰ防守１
MSID_HP守備2: ＨＰ防守２
MSID_近距離防御1: 近距離防禦１
MSID_近距離防御2: 近距離防禦２
MSID_近距離防御3: 近距離防禦３
MSID_攻撃速さ封じ1: 攻擊速度封印１
MSID_攻撃速さ封じ2: 攻擊速度封印２
MSID_守備の謀策1: 防守謀策１
MSID_守備の謀策2: 防守謀策２
MSID_守備の謀策3: 防守謀策３
MSID_槍の技量1: 槍之技巧１
MSID_槍の技量2: 槍之技巧２
MSID_槍の技量3: 槍之技巧３
MSID_斧の技量1: 斧之技巧１
MSID_斧の技量2: 斧之技巧２
MSID_斧の技量3: 斧之技巧３
MSID_H_魚を突いた銛: 若戰鬥開始時，自身ＨＰ為１００％，攻擊速度防守魔防＋２\n以此狀態攻擊時，戰鬥後自己受到２傷害
MSID_H_魚を突いた銛＋: 若戰鬥開始時，自身ＨＰ為１００％，攻擊速度防守魔防＋２\n以此狀態攻擊時，戰鬥後自己受到２傷害
MSID_H_スイカ割りの棍棒: 若戰鬥開始時，自身ＨＰ為１００％，攻擊速度防守魔防＋２\n以此狀態攻擊時，戰鬥後自己受到２傷害
MSID_H_スイカ割りの棍棒＋: 若戰鬥開始時，自身ＨＰ為１００％，攻擊速度防守魔防＋２\n以此狀態攻擊時，戰鬥後自己受到２傷害
MSID_H_氷菓子の弓: 若戰鬥開始時，自身ＨＰ為１００％，攻擊速度防守魔防＋２\n以此狀態攻擊時，戰鬥後自己受到２傷害　克制飛行
MSID_H_氷菓子の弓＋: 若戰鬥開始時，自身ＨＰ為１００％，攻擊速度防守魔防＋２\n以此狀態攻擊時，戰鬥後自己受到２傷害　克制飛行
MSID_H_貝殻: 若在戰鬥時進行攻擊，戰鬥後\n敵人防守及魔防－５（直到敵人下次行動結束）\n若戰鬥開始時，自身ＨＰ為１００％，攻擊速度防守魔防＋２\n以此狀態攻擊時，戰鬥後自己受到２傷害
MSID_H_貝殻＋: 若在戰鬥時進行攻擊，戰鬥後\n敵人防守及魔防－７（直到敵人下次行動結束）\n若戰鬥開始時，自身ＨＰ為１００％，攻擊速度防守魔防＋２\n以此狀態攻擊時，戰鬥後自己受到２傷害
MSID_H_HP守備1: ＨＰ＋３，防守＋１
MSID_H_HP守備2: ＨＰ＋４，防守＋２
MSID_H_近距離防御1: 受到武器為劍、槍、斧、龍的敵人攻擊時，\n戰鬥中的防守及魔防＋２
MSID_H_近距離防御2: 受到武器為劍、槍、斧、龍的敵人攻擊時，\n戰鬥中的防守及魔防＋４
MSID_H_近距離防御3: 受到武器為劍、槍、斧、龍的敵人攻擊時，\n戰鬥中的防守及魔防＋６
MSID_H_攻撃速さ封じ1: 戰鬥後，敵人的攻擊及速度－３\n（直到敵人下次行動結束）
MSID_H_攻撃速さ封じ2: 戰鬥後，敵人的攻擊及速度－５\n（直到敵人下次行動結束）
MSID_H_守備の謀策1: 回合開始時，位於十字方向上、魔防低於自己的敵人\n防守－３（直到敵人下次行動結束）
MSID_H_守備の謀策2: 回合開始時，位於十字方向上、魔防低於自己的敵人\n防守－４（直到敵人下次行動結束）
MSID_H_守備の謀策3: 回合開始時，位於十字方向上、魔防低於自己的敵人\n防守－５（直到敵人下次行動結束）
MSID_H_槍の技量1: 存活時，若自己武器為槍，則可透過戰鬥取得１．５倍ＳＰ\n（若有多個相同系統效果，僅取最大值，不重複累計）
MSID_H_槍の技量2: 存活時，武器為槍的我方皆可透過戰鬥取得１．５倍ＳＰ\n（若有多個相同系統效果，僅取最大值，不重複累計）
MSID_H_槍の技量3: 存活時，武器為槍的我方皆可透過戰鬥取得２倍ＳＰ\n（若有多個相同系統效果，僅取最大值，不重複累計）
MSID_H_斧の技量1: 存活時，若自己武器為斧，則可透過戰鬥取得１．５倍ＳＰ\n（若有多個相同系統效果，僅取最大值，不重複累計）
MSID_H_斧の技量2: 存活時，武器為斧的我方皆可透過戰鬥取得１．５倍ＳＰ\n（若有多個相同系統效果，僅取最大值，不重複累計）
MSID_H_斧の技量3: 存活時，武器為斧的我方皆可透過戰鬥取得２倍ＳＰ\n（若有多個相同系統效果，僅取最大值，不重複累計）
MID_CHAPTER_TITLE_CX007: 外傳８
MID_CHAPTER_CX007: 覺醒之夏
MID_STAGE_TITLE_X0071: 外傳８—１節
MID_STAGE_TITLE_X0072: 外傳８—２節
MID_STAGE_TITLE_X0073: 外傳８—３節
MID_STAGE_X0071: 沙灘美女
MID_STAGE_X0072: 沙洲美男
MID_STAGE_X0073: 決戰沙岸
MID_Summon_11_summer01: 覚醒の夏
MID_Summon_11_summer01_02: ピックアップ　戦渦の連戦
MID_MISSION_S201709DAILY_E_TITLE: 修練之塔
MID_MISSION_S201709DAILY_E_A4: 特殊:突破修練之塔・第4層
MID_MISSION_H_S201709DAILY_E_A4: 在4人皆生存的狀態下\n過關修練之塔・第4層。
MID_MISSION_S201709DAILY_E_A7: 特殊:突破修練之塔・第7層
MID_MISSION_H_S201709DAILY_E_A7: 在4人皆生存的狀態下\n過關修練之塔・第7層。
MID_MISSION_S201709DAILY_E_A10: 特殊:突破修練之塔・第10層
MID_MISSION_H_S201709DAILY_E_A10: 在4人皆生存的狀態下\n過關修練之塔・第10層。
MID_MISSION_S201709HERO02_TITLE: 大英雄戦
MID_MISSION_S201709HERO02_A1: 特殊：クライネ突破
MID_MISSION_H_S201709HERO02_A1: シャロンを自軍に入れて、\n大英雄戦・暗闇の狙撃手クライネをクリア。
MID_MISSION_S201709HERO02_A2: 特殊：クライネ突破
MID_MISSION_H_S201709HERO02_A2: 暗闇の狙撃手クライネを自軍に入れて、\n大英雄戦・暗闇の狙撃手クライネ\nルナティック以上をクリア。
MID_MISSION_S201709HERO02_A3: 特殊：クライネ撃破
MID_MISSION_H_S201709HERO02_A3: シャロンで、\nレベル４０以上の暗闇の狙撃手クライネを撃破。
MID_MISSION_S201709HERO02_A4: 特殊：クライネ撃破
MID_MISSION_H_S201709HERO02_A4: 暗闇の狙撃手クライネで、\nレベル４０以上の暗闇の狙撃手クライネを撃破。
MID_MISSION_S201709HOLY01_TITLE: 聖印
MID_MISSION_S201709HOLY01_A1: 敵を撃破
MID_MISSION_H_S201709HOLY01_A1: 敵を撃破。
MID_MISSION_S201709HOLY01_A2: アルフォンスで撃破
MID_MISSION_H_S201709HOLY01_A2: アルフォンスで、敵を撃破。
MID_MISSION_S201709HOLY01_A3: シャロンで撃破
MID_MISSION_H_S201709HOLY01_A3: シャロンで、敵を撃破。
MID_MISSION_S201709HOLY01_A4: アンナで撃破
MID_MISSION_H_S201709HOLY01_A4: アンナで、敵を撃破。
MID_MISSION_S201709HOLY01_B1: 特殊：LV２０以上を撃破
MID_MISSION_H_S201709HOLY01_B1: ロンクーで、\nレベル２０以上の敵を撃破。
MID_MISSION_S201709HOLY01_B2: 特殊：LV２０以上を撃破
MID_MISSION_H_S201709HOLY01_B2: シャニーで、\nレベル２０以上の敵を撃破。
MID_MISSION_S201709HOLY01_B3: 特殊：LV２０以上を撃破
MID_MISSION_H_S201709HOLY01_B3: ベルカで、\nレベル２０以上の敵を撃破。
MID_MISSION_S201709HOLY01_C1: 特殊：LV３５以上を撃破
MID_MISSION_H_S201709HOLY01_C1: ヘンリーで、\nレベル３５以上の敵を撃破。
MID_MISSION_S201709HOLY01_C2: 特殊：LV３５以上を撃破
MID_MISSION_H_S201709HOLY01_C2: ヴィオールで、\nレベル３５以上の敵を撃破。
MID_MISSION_S201709SENKA03_DAILY_TITLE: 戦渦の連戦
MID_MISSION_S201709SENKA03_DAILY_A1: 特殊：戦渦の連戦突破
MID_MISSION_H_S201709SENKA03_DAILY_A1: 戦渦の連戦最終マップをクリア。
MID_MISSION_S201709SENKA03_DAILY_A2: 特殊：戦渦の連戦突破
MID_MISSION_H_S201709SENKA03_DAILY_A2: 戦渦の連戦最終マップをクリア。
MID_MISSION_S201709SENKA03_DAILY_A3: 特殊：戦渦の連戦突破
MID_MISSION_H_S201709SENKA03_DAILY_A3: 戦渦の連戦最終マップをクリア。
MID_MISSION_S201709SENKA04_DAILY_TITLE: 戦渦の連戦
MID_MISSION_S201709SENKA04_DAILY_A1: 特殊：戦渦の連戦突破
MID_MISSION_H_S201709SENKA04_DAILY_A1: 戦渦の連戦最終マップをクリア。
MID_MISSION_S201709SENKA04_DAILY_A2: 特殊：戦渦の連戦突破
MID_MISSION_H_S201709SENKA04_DAILY_A2: 戦渦の連戦最終マップをクリア。
MID_MISSION_S201709SENKA04_DAILY_A3: 特殊：戦渦の連戦突破
MID_MISSION_H_S201709SENKA04_DAILY_A3: 戦渦の連戦最終マップをクリア。
MID_MISSION_S201709STORY01_TITLE: 憑神の血
MID_MISSION_S201709STORY01_A1: 特殊：１３章－１節ルナ突破
MID_MISSION_H_S201709STORY01_A1: 槍の仲間を自軍に入れて、\n１３章－１節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201709STORY01_A2: 特殊：１３章－２節ルナ突破
MID_MISSION_H_S201709STORY01_A2: 斧の仲間を自軍に入れて、\n１３章－２節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201709STORY01_A3: 特殊：１３章－３節ルナ突破
MID_MISSION_H_S201709STORY01_A3: 剣の仲間を自軍に入れて、\n１３章－３節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201709STORY01_A4: 特殊：１３章－４節ルナ突破
MID_MISSION_H_S201709STORY01_A4: 槍の仲間を自軍に入れて、\n１３章－４節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201709STORY01_A5: 特殊：１３章－５節ルナ突破
MID_MISSION_H_S201709STORY01_A5: 斧の仲間を自軍に入れて、\n１３章－５節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201709VMAP01_TITLE: 無双
MID_MISSION_S201709VMAP01_A1: 特殊：その１突破
MID_MISSION_H_S201709VMAP01_A1: 赤属性の仲間を自軍に入れて、\nその１を\n４人全員生存でクリア。
MID_MISSION_S201709VMAP01_A2: 特殊：その２突破
MID_MISSION_H_S201709VMAP01_A2: 青属性の仲間を自軍に入れて、\nその２を\n４人全員生存でクリア。
MID_MISSION_S201709VMAP01_A3: 特殊：その３突破
MID_MISSION_H_S201709VMAP01_A3: 緑属性の仲間を自軍に入れて、\nその３を\n４人全員生存でクリア。
MID_MISSION_S201709VMAP01_A4: 特殊：その４突破
MID_MISSION_H_S201709VMAP01_A4: 無属性の仲間を自軍に入れて、\nその４を\n４人全員生存でクリア。
MID_MISSION_S201709VMAP01_A5: 特殊：その５突破
MID_MISSION_H_S201709VMAP01_A5: その５を\n４人全員生存でクリア。
MID_MISSION_S201709VMAP01_A6: 特殊：その１ハード突破
MID_MISSION_H_S201709VMAP01_A6: 赤属性の仲間を自軍に入れて、\nその１ハードを\n４人全員生存でクリア。
MID_MISSION_S201709VMAP01_A7: 特殊：その２ハード突破
MID_MISSION_H_S201709VMAP01_A7: 青属性の仲間を自軍に入れて、\nその２ハードを\n４人全員生存でクリア。
MID_MISSION_S201709VMAP01_A8: 特殊：その３ハード突破
MID_MISSION_H_S201709VMAP01_A8: 緑属性の仲間を自軍に入れて、\nその３ハードを\n４人全員生存でクリア。
MID_MISSION_S201709VMAP01_A9: 特殊：その４ハード突破
MID_MISSION_H_S201709VMAP01_A9: 無属性の仲間を自軍に入れて、\nその４ハードを\n４人全員生存でクリア。
MID_MISSION_S201709VMAP01_A10: 特殊：その５ハード突破
MID_MISSION_H_S201709VMAP01_A10: その５ハードを\n４人全員生存でクリア。
MPID_オスカー: 奧斯卡
MPID_エリンシア: 艾琳西亞
MPID_ネフェニー: 涅菲妮
MPID_漆黒の騎士: 漆黑騎士
MPID_HONOR_オスカー: 靈活的騎士
MPID_HONOR_エリンシア: 亡國的公主
MPID_HONOR_ネフェニー: 沉默的村姑
MPID_HONOR_漆黒の騎士: 四駿之將
MPID_H_オスカー: 格萊爾傭兵團的一員，雖然個性嚴謹，但很懂得變通，\n十分清楚該如何拿捏分寸。\n（登場作品：『ファイアーエムブレム　蒼炎の軌跡』）
MPID_H_エリンシア: 克里米亞王國的公主，她的存在一直未曾對外公開。\n心地善良，打從心底重視著人民及國家。\n（登場作品：『ファイアーエムブレム　蒼炎の軌跡』）
MPID_H_ネフェニー: 克里米亞王國的村民，為了祖國而志願成為民兵。\n個性沉默，鮮少開口說話，其實是因為……\n（登場作品：『ファイアーエムブレム　蒼炎の軌跡』）
MPID_H_漆黒の騎士: 戴因王國的四大將軍——【四駿】之一，\n全身披掛著漆黑鎧甲的恐怖騎士。\n（登場作品：『ファイアーエムブレム　蒼炎の軌跡』）
MPID_VOICE_オスカー: 間島淳司(Junji Majima)
MPID_VOICE_エリンシア: 滝田樹里(Juri Takita)
MPID_VOICE_ネフェニー: 大本眞基子(Makiko Ohmoto)
MPID_VOICE_漆黒の騎士: 間島淳司(Junji Majima)
MPID_ILLUST_オスカー: 一色箱(Hako Ichiiro)
MPID_ILLUST_エリンシア: 切符(Kippu)
MPID_ILLUST_ネフェニー: HACCAN
MPID_ILLUST_漆黒の騎士: Daisuke Izuka
MSID_アミーテ: 亞米特
MSID_エタルド: 艾塔爾德
MSID_キラーランス2: 必殺槍鍛
MSID_キラーランス2＋: 必殺槍鍛＋
MSID_速さ守備の応援: 速度防守支援
MSID_黒の月光: 漆黑月光
MSID_攻撃速さ1: 攻擊速度１
MSID_攻撃速さ2: 攻擊速度２
MSID_金剛の構え3: 金剛架勢３
MSID_編隊飛行1: 編隊飛行１
MSID_編隊飛行2: 編隊飛行２
MSID_編隊飛行3: 編隊飛行３
MSID_怒り1: 憤怒１
MSID_怒り2: 憤怒２
MSID_怒り3: 憤怒３
MSID_速さ守備の紋章1: 速度防守紋章１
MSID_速さ守備の紋章2: 速度防守紋章２
MSID_H_アミーテ: 由自己發動攻擊時，攻擊２次\n速度－２
MSID_H_エタルド: 受到敵人攻擊時，可無視距離進行反擊
MSID_H_キラーランス2: 容易發動奧義（發動計量－１）
MSID_H_キラーランス2＋: 容易發動奧義（發動計量－１）
MSID_H_速さ守備の応援: 指定目標的速度及防守＋３（１回合）
MSID_H_黒の月光: 攻擊時，在敵人防守及魔防－８０％的狀況下給予傷害\n（無法繼承）
MSID_H_攻撃速さ1: 攻擊及速度＋１
MSID_H_攻撃速さ2: 攻擊及速度＋２
MSID_H_金剛の構え3: 受到敵人攻擊時，戰鬥中的防守＋６
MSID_H_編隊飛行1: 若自身ＨＰ為１００％，可移動至周圍２格內之\n我方飛行單位的相鄰格子
MSID_H_編隊飛行2: 若自身ＨＰ高於５０％，可移動至周圍２格內之\n我方飛行單位的相鄰格子
MSID_H_編隊飛行3: 可移動至周圍２格內之\n我方飛行單位的相鄰格子
MSID_H_怒り1: 若自身ＨＰ低於２５％，且裝備有在攻擊時發動的奧義，\n回合開始時，奧義發動計量－１\n發動奧義時，奧義造成的傷害＋１０
MSID_H_怒り2: 若自身ＨＰ低於５０％，且裝備有在攻擊時發動的奧義，\n回合開始時，奧義發動計量－１\n發動奧義時，奧義造成的傷害＋１０
