[Heroes Archive] (Data_00_first)


Heroes Message Name: Message


MID_MISSION_M0001_TITLE: ２月ミッション
MID_MISSION_H_S201707VMAP01_A7: 青属性の仲間を自軍に入れて、\n挑戦２ハードを\n４人全員生存でクリア。
MID_MISSION_S201707VMAP01_A8: 特殊：挑戦３ハード突破
MID_MISSION_H_S201707VMAP01_A8: 緑属性の仲間を自軍に入れて、\n挑戦３ハードを\n４人全員生存でクリア。
MID_MISSION_S201707VMAP01_A9: 特殊：挑戦４ハード突破
MID_MISSION_H_S201707VMAP01_A9: 無属性の仲間を自軍に入れて、\n挑戦４ハードを\n４人全員生存でクリア。
MID_MISSION_S201707VMAP01_A10: 特殊：挑戦５ハード突破
MID_MISSION_H_S201707VMAP01_A10: 挑戦５ハードを\n４人全員生存でクリア。
MPID_ロビン: ロビン
MPID_HONOR_ロビン: 空気が読めない
MPID_H_ロビン: ラムの村の村人。アルムの幼なじみ。\n真面目だが馬鹿正直で、損をすることが多い。\n（登場：『ファイアーエムブレム　Echoes』）
MPID_VOICE_ロビン: 阿部敦
MPID_ILLUST_ロビン: kaya8
MSID_速さの虚勢1: 速さの虚勢１
MSID_第1迷宮の覇者1: 第１迷宮の覇者１
MSID_H_速さの虚勢1: 速さの差を比較するスキルの比較判定時、\n自身の速さ＋５として判定
MSID_H_第1迷宮の覇者1: ＨＰ＋３
MID_CHAPTER_ST_C0001: １～２章
MID_CHAPTER_ST_C0002: ３～４章
MID_CHAPTER_ST_C0003: ５～６章
MID_CHAPTER_ST_C0004: ７～８章
MID_CHAPTER_ST_C0005: ９～１０章
MID_CHAPTER_ST_C0006: １１～１２章
MID_CHAPTER_ST_CX001: 外伝１～２
MID_CHAPTER_ST_CX002: 外伝３～４
MID_CHAPTER_ST_CX003: 外伝５～６
MID_CHAPTER_ST_CX004: 外伝７～８
MID_STAGE_TITLE_ST_S0002: １章
MID_STAGE_TITLE_ST_S0003: ２章
MID_STAGE_TITLE_ST_S1003: １～２章
MID_STAGE_TITLE_ST_S0004: ３章
MID_STAGE_TITLE_ST_S0005: ４章
MID_STAGE_TITLE_ST_S1005: ３～４章
MID_STAGE_TITLE_ST_S0006: ５章
MID_STAGE_TITLE_ST_S0007: ６章
MID_STAGE_TITLE_ST_S1007: ５～６章
MID_STAGE_TITLE_ST_S0008: ７章
MID_STAGE_TITLE_ST_S0009: ８章
MID_STAGE_TITLE_ST_S1009: ７～８章
MID_STAGE_TITLE_ST_S0010: ９章
MID_STAGE_TITLE_ST_S0011: １０章
MID_STAGE_TITLE_ST_S1011: ９～１０章
MID_STAGE_TITLE_ST_S0012: １１章
MID_STAGE_TITLE_ST_S0013: １２章
MID_STAGE_TITLE_ST_S1013: １１～１２章
MID_STAGE_TITLE_ST_X0000: 外伝１
MID_STAGE_TITLE_ST_X0001: 外伝２
MID_STAGE_TITLE_ST_X1001: 外伝１～２
MID_STAGE_TITLE_ST_X0002: 外伝３
MID_STAGE_TITLE_ST_X0003: 外伝４
MID_STAGE_TITLE_ST_X1003: 外伝３～４
MID_STAGE_TITLE_ST_X0004: 外伝５
MID_STAGE_TITLE_ST_X0005: 外伝６
MID_STAGE_TITLE_ST_X1005: 外伝５～６
MID_STAGE_TITLE_ST_X0006: 外伝７
MID_STAGE_TITLE_ST_X0007: 外伝８
MID_STAGE_TITLE_ST_X1007: 外伝７～８
MID_STAGE_TITLE_SB_0001: 第１迷宮
MID_STAGE_HONOR_T0013: アルム　＆
MID_STAGE_T0013: セリカ
MID_STAGE_HONOR_V0051: 山田孝太郎
MID_STAGE_V0051: 挑戦１
MID_STAGE_HONOR_V0052: 山田孝太郎
MID_STAGE_V0052: 挑戦２
MID_STAGE_HONOR_V0053: 山田孝太郎
MID_STAGE_V0053: 挑戦３
MID_STAGE_HONOR_V0054: 山田孝太郎
MID_STAGE_V0054: 挑戦４
MID_STAGE_HONOR_V0055: 山田孝太郎
MID_STAGE_V0055: 挑戦５
MID_MISSION_CHAIN_ARENA_TITLE: 縛鎖の闘技場
MID_MISSION_CHAIN_ARENA_A1: 縛鎖の闘技場で、１勝
MID_MISSION_H_CHAIN_ARENA_A1: 縛鎖の闘技場で、１勝
MID_MISSION_CHAIN_ARENA_A2: 縛鎖の闘技場で、２連勝
MID_MISSION_H_CHAIN_ARENA_A2: 縛鎖の闘技場で、２連勝
MID_MISSION_CHAIN_ARENA_A3: 縛鎖の闘技場で、３連勝
MID_MISSION_H_CHAIN_ARENA_A3: 縛鎖の闘技場で、３連勝
MID_MISSION_S201708HERO01_TITLE: 大英雄戦
MID_MISSION_S201708HERO01_A1: 特殊：笑う仮面ローロー突破
MID_MISSION_H_S201708HERO01_A1: アルフォンスを自軍に入れて、\n大英雄戦・笑う仮面ローローをクリア。
MID_MISSION_S201708HERO01_A2: 特殊：笑う仮面ローロー突破
MID_MISSION_H_S201708HERO01_A2: 笑う仮面ローローを自軍に入れて、\n大英雄戦・笑う仮面ローロー\nルナティック以上をクリア。
MID_MISSION_S201708HERO01_A3: 特殊：笑う仮面ローロー撃破
MID_MISSION_H_S201708HERO01_A3: アルフォンスで、\nレベル４０以上の笑う仮面ローローを撃破。
MID_MISSION_S201708HERO01_A4: 特殊：笑う仮面ローロー撃破
MID_MISSION_H_S201708HERO01_A4: 笑う仮面ローローで、\nレベル４０以上の笑う仮面ローローを撃破。
MID_MISSION_S201708SENKA01_DAILY_TITLE: 戦渦の連戦
MID_MISSION_S201708SENKA01_DAILY_A1: 特殊：戦渦の連戦突破
MID_MISSION_H_S201708SENKA01_DAILY_A1: 戦渦の連戦最終マップをクリア。
MID_MISSION_S201708SENKA01_DAILY_A2: 特殊：戦渦の連戦突破
MID_MISSION_H_S201708SENKA01_DAILY_A2: 戦渦の連戦最終マップをクリア。
MID_MISSION_S201708SENKA01_DAILY_A3: 特殊：戦渦の連戦突破
MID_MISSION_H_S201708SENKA01_DAILY_A3: 戦渦の連戦最終マップをクリア。
MID_SEQUENTIAL_ARENA_ITEM_NONE: なし
MID_SEQUENTIAL_ARENA_ITEM_ALLY_HEAL: 特効薬
MID_SEQUENTIAL_ARENA_ITEM_ALLY_ENHANCE: 鼓舞の角笛
MID_SEQUENTIAL_ARENA_ITEM_ALLY_TECHNIQUE: 奥義の刃
MID_SEQUENTIAL_ARENA_ITEM_ALLY_MOVE_ENHANCE: 行軍のブーツ
MID_SEQUENTIAL_ARENA_ITEM_RANDOM_ALLY_ENHANCE_AND_TECHNIQUE: 神竜の涙
MID_SEQUENTIAL_ARENA_ITEM_RANDOM_ALLY_AGAIN: 踊り子のヴェール
MID_SEQUENTIAL_ARENA_ITEM_ENEMY_DAMAGE: 落雷の呪符
MID_SEQUENTIAL_ARENA_ITEM_ENEMY_PANIC: 恐慌の呪符
MID_SEQUENTIAL_ARENA_ITEM_ENEMY_DISABLE_STRIKE_BACK: 畏怖の呪符
MID_SEQUENTIAL_ARENA_ITEM_ENEMY_MOVE_RESTRICTION: 重圧の呪符
MID_SEQUENTIAL_ARENA_ITEM_HELP_ALLY_HEAL: 味方全員のＨＰを９９回復
MID_SEQUENTIAL_ARENA_ITEM_HELP_ALLY_ENHANCE: 味方全員の\n攻撃、速さ、守備、魔防＋３（１ターン）
MID_SEQUENTIAL_ARENA_ITEM_HELP_ALLY_TECHNIQUE: 味方全員の奥義を発動可能にする
MID_SEQUENTIAL_ARENA_ITEM_HELP_ALLY_MOVE_ENHANCE: 味方全員の移動＋１（１ターン）
MID_SEQUENTIAL_ARENA_ITEM_HELP_RANDOM_ALLY_ENHANCE_AND_TECHNIQUE: 未行動の味方からランダムで、最大２人まで\n攻撃、速さ、守備、魔防＋３（１ターン）\n奥義を発動可能にする
MID_SEQUENTIAL_ARENA_ITEM_HELP_RANDOM_ALLY_AGAIN: 行動済みの味方の中からランダムで１人を\n行動可能な状態にする
MID_SEQUENTIAL_ARENA_ITEM_HELP_ENEMY_DAMAGE: 敵全員に２０ダメージ
MID_SEQUENTIAL_ARENA_ITEM_HELP_ENEMY_PANIC: 敵全員の強化を＋ではなく－とする\n（敵の次回行動終了まで）
MID_SEQUENTIAL_ARENA_ITEM_HELP_ENEMY_DISABLE_STRIKE_BACK: 敵全員に反撃不可の状態異常を付与\n（敵の次回行動終了まで）
MID_SEQUENTIAL_ARENA_ITEM_HELP_ENEMY_MOVE_RESTRICTION: 敵全員の移動を最大１マスに制限\n（敵の次回行動終了まで）
MSID_不動の姿勢1: 不動の姿勢１
MSID_第2迷宮の覇者1: 第２迷宮の覇者１
MSID_H_不動の姿勢1: 自身の戦闘順入替スキル（待ち伏せ、攻め立て等）無効\n戦闘開始時、自身のＨＰが１００％の時、\n敵の戦闘順入替スキル（待ち伏せ、攻め立て等）無効
MSID_H_第2迷宮の覇者1: 守備＋１
MID_STAGE_TITLE_SB_0002: 第２迷宮
MID_STAGE_HONOR_T0015: セシリア　＆
MID_STAGE_T0015: リリーナ
MID_MISSION_S201709HERO01_TITLE: 大英雄戦
MID_MISSION_S201709HERO01_A1: 特殊：謎多き軍師ルフレ突破
MID_MISSION_H_S201709HERO01_A1: シャロンを自軍に入れて、\n大英雄戦・謎多き軍師ルフレをクリア。
MID_MISSION_S201709HERO01_A2: 特殊：謎多き軍師ルフレ突破
MID_MISSION_H_S201709HERO01_A2: 謎多き軍師ルフレを自軍に入れて、\n大英雄戦・謎多き軍師ルフレ\nハード以上をクリア。
MID_MISSION_S201709HERO01_A3: 特殊：謎多き軍師ルフレ撃破
MID_MISSION_H_S201709HERO01_A3: シャロンで、\nレベル３５以上の謎多き軍師ルフレを撃破。
MID_MISSION_S201709HERO01_A4: 特殊：謎多き軍師ルフレ撃破
MID_MISSION_H_S201709HERO01_A4: 謎多き軍師ルフレで、\nレベル３５以上の謎多き軍師ルフレを撃破。
MID_MISSION_S201709SENKA01_DAILY_TITLE: 戦渦の連戦　Mini
MID_MISSION_S201709SENKA01_DAILY_A1: 特殊：戦渦の連戦突破
MID_MISSION_H_S201709SENKA01_DAILY_A1: 戦渦の連戦最終マップをクリア。
MID_MISSION_S201709SENKA01_DAILY_A2: 特殊：戦渦の連戦突破
MID_MISSION_H_S201709SENKA01_DAILY_A2: 戦渦の連戦最終マップをクリア。
MID_MISSION_S201709SENKA01_DAILY_A3: 特殊：戦渦の連戦突破
MID_MISSION_H_S201709SENKA01_DAILY_A3: 戦渦の連戦最終マップをクリア。
MSID_第3迷宮の覇者1: 第３迷宮の覇者１
MSID_H_第3迷宮の覇者1: 魔防＋１
MID_CHAPTER_ST_C0007: １３章
MID_STAGE_TITLE_ST_S0014: １３章
MID_STAGE_TITLE_SB_0003: 第３迷宮
MID_STAGE_HONOR_T0016: エフラム　＆
MID_STAGE_T0016: エイリーク
MID_MISSION_S201710CHAIN02_TITLE: 縛鎖の闘技場・連勝
MID_MISSION_S201710CHAIN02_A1: 縛鎖の闘技場で、２連勝
MID_MISSION_H_S201710CHAIN02_A1: 縛鎖の闘技場で、２連勝。
MID_MISSION_S201710CHAIN02_A2: 縛鎖の闘技場で、４連勝
MID_MISSION_H_S201710CHAIN02_A2: 縛鎖の闘技場で、４連勝。
MID_MISSION_S201710CHAIN02_A3: 縛鎖の闘技場で、６連勝
MID_MISSION_H_S201710CHAIN02_A3: 縛鎖の闘技場で、６連勝。
MID_MISSION_S201710SEIKA01_TITLE: 聖貨
MID_MISSION_S201710SEIKA01_A1: 敵を撃破
MID_MISSION_H_S201710SEIKA01_A1: 敵を撃破。
MID_MISSION_S201710SEIKA01_A2: 赤属性で撃破
MID_MISSION_H_S201710SEIKA01_A2: 赤属性の味方で、敵を撃破。
MID_MISSION_S201710SEIKA01_A3: 青属性で撃破
MID_MISSION_H_S201710SEIKA01_A3: 青属性の味方で、敵を撃破。
MID_MISSION_S201710SEIKA01_A4: 緑属性で撃破
MID_MISSION_H_S201710SEIKA01_A4: 緑属性の味方で、敵を撃破。
MID_MISSION_S201710SEIKA01_A5: 無属性で撃破
MID_MISSION_H_S201710SEIKA01_A5: 無属性の味方で、敵を撃破。
MID_MISSION_S201710SEIKA01_A6: 歩行で撃破
MID_MISSION_H_S201710SEIKA01_A6: 歩行の味方で、敵を撃破。
MID_MISSION_S201710SEIKA01_A7: 重装で撃破
MID_MISSION_H_S201710SEIKA01_A7: 重装の味方で、敵を撃破。
MID_MISSION_S201710SEIKA01_A8: 騎馬で撃破
MID_MISSION_H_S201710SEIKA01_A8: 騎馬の味方で、敵を撃破。
MID_MISSION_S201710SEIKA01_A9: 飛行で撃破
MID_MISSION_H_S201710SEIKA01_A9: 飛行の味方で、敵を撃破。
MID_MISSION_S201710VOTE01_TITLE: 投票大戦
MID_MISSION_S201710VOTE01_A1: 投票大戦で勝利
MID_MISSION_H_S201710VOTE01_A1: 投票大戦をクリア。
MID_MISSION_S201710VOTE01_A2: 修練の塔・第２階層突破
MID_MISSION_H_S201710VOTE01_A2: 修練の塔・第２階層をクリア。
MID_MISSION_S201710VOTE01_A3: 修練の塔・第５階層突破
MID_MISSION_H_S201710VOTE01_A3: 修練の塔・第５階層をクリア。
MID_MISSION_S201710VOTE01_A4: 修練の塔・第８階層突破
MID_MISSION_H_S201710VOTE01_A4: 修練の塔・第８階層をクリア。
MID_MISSION_S201710VOTE01_A5: 闘技場で勝利
MID_MISSION_H_S201710VOTE01_A5: 闘技場で勝利。
MID_MISSION_S201710VOTE01_A6: 闘技場で勝利
MID_MISSION_H_S201710VOTE01_A6: 闘技場で勝利。
MID_MISSION_S201710VOTE01_A7: 闘技場・中級以上で勝利
MID_MISSION_H_S201710VOTE01_A7: 闘技場・中級以上で勝利。
MID_MISSION_S201710VOTE01_A8: 闘技場・中級以上で勝利
MID_MISSION_H_S201710VOTE01_A8: 闘技場・中級以上で勝利。
MID_MISSION_S201710VOTE01_A9: 特殊：投票大戦で勝利
MID_MISSION_H_S201710VOTE01_A9: 赤属性の仲間を自軍に入れて、\n投票大戦をクリア。
MID_MISSION_S201710VOTE01_A10: 特殊：投票大戦で勝利
MID_MISSION_H_S201710VOTE01_A10: 青属性の仲間を自軍に入れて、\n投票大戦をクリア。
MID_MISSION_S201710VOTE01_A11: 特殊：投票大戦で勝利
MID_MISSION_H_S201710VOTE01_A11: 緑属性の仲間を自軍に入れて、\n投票大戦をクリア。
MID_MISSION_S201710VOTE01_A12: 特殊：投票大戦で勝利
MID_MISSION_H_S201710VOTE01_A12: 無属性の仲間を自軍に入れて、\n投票大戦をクリア。
MID_MISSION_S201710VOTE01_A13: 特殊：投票大戦で勝利
MID_MISSION_H_S201710VOTE01_A13: 赤属性の仲間を自軍に入れて、\n投票大戦をクリア。
MID_MISSION_S201710VOTE01_A14: 特殊：投票大戦で勝利
MID_MISSION_H_S201710VOTE01_A14: 青属性の仲間を自軍に入れて、\n投票大戦をクリア。
MID_MISSION_S201710VOTE01_A15: 特殊：投票大戦で勝利
MID_MISSION_H_S201710VOTE01_A15: 緑属性の仲間を自軍に入れて、\n投票大戦をクリア。
MID_MISSION_S201710VOTE01_A16: 特殊：投票大戦で勝利
MID_MISSION_H_S201710VOTE01_A16: 無属性の仲間を自軍に入れて、\n投票大戦をクリア。
MID_MISSION_S201710VOTE01_A17: 投票大戦で勝利
MID_MISSION_H_S201710VOTE01_A17: 投票大戦をクリア。
MID_MISSION_S201710VOTE01_A18: 投票大戦で勝利
MID_MISSION_H_S201710VOTE01_A18: 投票大戦をクリア。
MID_MISSION_S201710VOTE01_A19: 投票大戦で勝利
MID_MISSION_H_S201710VOTE01_A19: 投票大戦をクリア。
MID_MISSION_S201710VOTE01_A20: 投票大戦で勝利
MID_MISSION_H_S201710VOTE01_A20: 投票大戦をクリア。
MSID_第1迷宮の覇者2: 第１迷宮の覇者２
MSID_第1迷宮の覇者3: 第１迷宮の覇者３
MSID_第2迷宮の覇者2: 第２迷宮の覇者２
MSID_第2迷宮の覇者3: 第２迷宮の覇者３
MSID_第3迷宮の覇者2: 第３迷宮の覇者２
MSID_第3迷宮の覇者3: 第３迷宮の覇者３
MSID_第4迷宮の覇者1: 第４迷宮の覇者１
MSID_第4迷宮の覇者2: 第４迷宮の覇者２
MSID_第4迷宮の覇者3: 第４迷宮の覇者３
MSID_速さの虚勢2: 速さの虚勢２
MSID_速さの虚勢3: 速さの虚勢３
MSID_不動の姿勢2: 不動の姿勢２
MSID_不動の姿勢3: 不動の姿勢３
MSID_連撃防御・剣槍斧1: 連撃防御・剣槍斧１
MSID_連撃防御・剣槍斧2: 連撃防御・剣槍斧２
MSID_連撃防御・剣槍斧3: 連撃防御・剣槍斧３
MSID_連撃防御・弓暗器1: 連撃防御・弓暗器１
MSID_連撃防御・弓暗器2: 連撃防御・弓暗器２
MSID_連撃防御・弓暗器3: 連撃防御・弓暗器３
MSID_連撃防御・魔道1: 連撃防御・魔道１
MSID_連撃防御・魔道2: 連撃防御・魔道２
MSID_連撃防御・魔道3: 連撃防御・魔道３
MSID_H_第1迷宮の覇者2: ＨＰ＋４
MSID_H_第1迷宮の覇者3: ＨＰ＋５
MSID_H_第2迷宮の覇者2: 守備＋２
MSID_H_第2迷宮の覇者3: 守備＋３
MSID_H_第3迷宮の覇者2: 魔防＋２
MSID_H_第3迷宮の覇者3: 魔防＋３
MSID_H_第4迷宮の覇者1: 速さ＋１
MSID_H_第4迷宮の覇者2: 速さ＋２
MSID_H_第4迷宮の覇者3: 速さ＋３
MSID_H_速さの虚勢2: 速さの差を比較するスキルの比較判定時、\n自身の速さ＋８として判定
MSID_H_速さの虚勢3: 速さの差を比較するスキルの比較判定時、\n自身の速さ＋１０として判定
MSID_H_不動の姿勢2: 自身の戦闘順入替スキル（待ち伏せ、攻め立て等）無効\n戦闘開始時、自身のＨＰが５０％以上の時、\n敵の戦闘順入替スキル（待ち伏せ、攻め立て等）無効
MSID_H_不動の姿勢3: 自身の戦闘順入替スキル（待ち伏せ、攻め立て等）無効\n敵の戦闘順入替スキル（待ち伏せ、攻め立て等）無効
MSID_H_連撃防御・剣槍斧1: 剣、槍、斧の敵から連続して攻撃を受けた時、\n２回目以降のダメージを３０％軽減
MSID_H_連撃防御・剣槍斧2: 剣、槍、斧の敵から連続して攻撃を受けた時、\n２回目以降のダメージを５０％軽減
MSID_H_連撃防御・剣槍斧3: 剣、槍、斧の敵から連続して攻撃を受けた時、\n２回目以降のダメージを８０％軽減
MSID_H_連撃防御・弓暗器1: 弓、暗器の敵から連続して攻撃を受けた時、\n２回目以降のダメージを３０％軽減
MSID_H_連撃防御・弓暗器2: 弓、暗器の敵から連続して攻撃を受けた時、\n２回目以降のダメージを５０％軽減
MSID_H_連撃防御・弓暗器3: 弓、暗器の敵から連続して攻撃を受けた時、\n２回目以降のダメージを８０％軽減
MSID_H_連撃防御・魔道1: 魔法の敵から連続して攻撃を受けた時、\n２回目以降のダメージを３０％軽減
MSID_H_連撃防御・魔道2: 魔法の敵から連続して攻撃を受けた時、\n２回目以降のダメージを５０％軽減
MSID_H_連撃防御・魔道3: 魔法の敵から連続して攻撃を受けた時、\n２回目以降のダメージを８０％軽減
MID_CHAPTER_TITLE_C0015: 幕間の章
MID_CHAPTER_C0015: いにしえより目覚めし
MID_STAGE_TITLE_S1501: 幕間の章－１節
MID_STAGE_S1501: いにしえより目覚めし
MID_STAGE_HONOR_T0018: ミネルバ　＆
MID_STAGE_T0018: マリア
MID_STAGE_TITLE_SB_0004: 第４迷宮
MID_MISSION_M201707A_TITLE: ７月ミッションＡ
MID_MISSION_M201707A_A1: 緑属性で撃破
MID_MISSION_H_M201707A_A1: 緑属性の味方で、敵を撃破。
MID_MISSION_M201707A_A2: 騎馬で撃破
MID_MISSION_H_M201707A_A2: 騎馬の味方で、敵を撃破。
MID_MISSION_M201707A_A3: 赤属性を撃破
MID_MISSION_H_M201707A_A3: 赤属性の敵を撃破。
MID_MISSION_M201707A_A4: 歩行を撃破
MID_MISSION_H_M201707A_A4: 歩行の敵を撃破。
MID_MISSION_M201707A_A5: 闘技場で勝利
MID_MISSION_H_M201707A_A5: 闘技場で勝利。
MID_MISSION_M201707A_A6: 青属性で、LV２０以上を撃破
MID_MISSION_H_M201707A_A6: 青属性の味方で、\nレベル２０以上の敵を撃破。
MID_MISSION_M201707A_A7: 歩行で、LV２０以上を撃破
MID_MISSION_H_M201707A_A7: 歩行の味方で、\nレベル２０以上の敵を撃破。
MID_MISSION_M201707A_A8: ＬＶ２０以上の緑属性を撃破
MID_MISSION_H_M201707A_A8: レベル２０以上の緑属性の敵を撃破。
MID_MISSION_M201707A_A9: ＬＶ２０以上の騎馬を撃破
MID_MISSION_H_M201707A_A9: レベル２０以上の騎馬の敵を撃破。
MID_MISSION_M201707A_A10: 闘技場・中級以上で勝利
MID_MISSION_H_M201707A_A10: 闘技場・中級以上で勝利。
MID_MISSION_M201707A_A11: 赤属性で、LV３５以上を撃破
MID_MISSION_H_M201707A_A11: 赤属性の味方で、\nレベル３５以上の敵を撃破。
MID_MISSION_M201707A_A12: 飛行で、LV３５以上を撃破
MID_MISSION_H_M201707A_A12: 飛行の味方で、\nレベル３５以上の敵を撃破。
MID_MISSION_M201707A_A13: ＬＶ３５以上の青属性を撃破
MID_MISSION_H_M201707A_A13: レベル３５以上の青属性の敵を撃破。
MID_MISSION_M201707A_A14: ＬＶ３５以上の飛行を撃破
MID_MISSION_H_M201707A_A14: レベル３５以上の飛行の敵を撃破。
MID_MISSION_M201707A_A15: 闘技場・上級で勝利
MID_MISSION_H_M201707A_A15: 闘技場・上級で勝利。
MID_MISSION_M201707B_TITLE: ７月ミッションＢ
MID_MISSION_M201707B_A1: 特殊：修練の塔・第１階層突破
MID_MISSION_H_M201707B_A1: 修練の塔・第１階層を\n４人全員生存でクリア。
MID_MISSION_M201707B_A2: 特殊：修練の塔・第２階層突破
MID_MISSION_H_M201707B_A2: 修練の塔・第２階層を\n４人全員生存でクリア。
MID_MISSION_M201707B_A3: 特殊：修練の塔・第３階層突破
MID_MISSION_H_M201707B_A3: 修練の塔・第３階層を\n４人全員生存でクリア。
MID_MISSION_M201707B_A4: 特殊：修練の塔・第４階層突破
MID_MISSION_H_M201707B_A4: 修練の塔・第４階層を\n４人全員生存でクリア。
MID_MISSION_M201707B_A5: 特殊：修練の塔・第５階層突破
MID_MISSION_H_M201707B_A5: 修練の塔・第５階層を\n４人全員生存でクリア。
MID_MISSION_M201707B_A6: 特殊：修練の塔・第６階層突破
MID_MISSION_H_M201707B_A6: 修練の塔・第６階層を\n４人全員生存でクリア。
MID_MISSION_M201707B_A7: 特殊：修練の塔・第７階層突破
MID_MISSION_H_M201707B_A7: 修練の塔・第７階層を\n４人全員生存でクリア。
MID_MISSION_M201707B_A8: 特殊：修練の塔・第８階層突破
MID_MISSION_H_M201707B_A8: 修練の塔・第８階層を\n４人全員生存でクリア。
MID_MISSION_M201707B_A9: 特殊：修練の塔・第９階層突破
MID_MISSION_H_M201707B_A9: 修練の塔・第９階層を\n４人全員生存でクリア。
MID_MISSION_M201707B_A10: 特殊：修練の塔・１０階層突破
MID_MISSION_H_M201707B_A10: 修練の塔・第１０階層を\n４人全員生存でクリア。
MID_MISSION_M201707B_A11: 特殊：修練の塔・１０階層突破
MID_MISSION_H_M201707B_A11: 全員歩行の仲間で、\n修練の塔・第１０階層を\n４人全員生存でクリア。
MID_MISSION_M201707B_A12: 特殊：修練の塔・１０階層突破
MID_MISSION_H_M201707B_A12: 全員重装の仲間で、\n修練の塔・第１０階層を\n４人全員生存でクリア。
MID_MISSION_M201707B_A13: 特殊：修練の塔・１０階層突破
MID_MISSION_H_M201707B_A13: 全員騎馬の仲間で、\n修練の塔・第１０階層を\n４人全員生存でクリア。
MID_MISSION_M201707B_A14: 特殊：修練の塔・１０階層突破
MID_MISSION_H_M201707B_A14: 全員飛行の仲間で、\n修練の塔・第１０階層を\n４人全員生存でクリア。
MID_MISSION_M201707C_TITLE: ７月ミッションＣ
MID_MISSION_M201707C_A1: 特殊：４章－１節突破
MID_MISSION_H_M201707C_A1: ４章－１節を\n４人全員生存でクリア。
MID_MISSION_M201707C_A2: 特殊：４章－２節突破
MID_MISSION_H_M201707C_A2: 赤属性の仲間を自軍に入れて、\n４章－２節を\n４人全員生存でクリア。
MID_MISSION_M201707C_A3: 特殊：４章－３節突破
MID_MISSION_H_M201707C_A3: 青属性の仲間を自軍に入れて、\n４章－３節を\n４人全員生存でクリア。
MID_MISSION_M201707C_A4: 特殊：４章－４節突破
MID_MISSION_H_M201707C_A4: 緑属性の仲間を自軍に入れて、\n４章－４節を\n４人全員生存でクリア。
MID_MISSION_M201707C_A5: 特殊：４章－５節突破
MID_MISSION_H_M201707C_A5: 無属性の仲間を自軍に入れて、\n４章－５節を\n４人全員生存でクリア。
MID_MISSION_M201707C_A6: 特殊：７章－１節ハード突破
MID_MISSION_H_M201707C_A6: ７章－１節ハード以上を\n４人全員生存でクリア。
MID_MISSION_M201707C_A7: 特殊：７章－２節ハード突破
MID_MISSION_H_M201707C_A7: 赤属性の仲間を自軍に入れて、\n７章－２節ハード以上を\n４人全員生存でクリア。
MID_MISSION_M201707C_A8: 特殊：７章－３節ハード突破
MID_MISSION_H_M201707C_A8: 青属性の仲間を自軍に入れて、\n７章－３節ハード以上を\n４人全員生存でクリア。
MID_MISSION_M201707C_A9: 特殊：７章－４節ハード突破
MID_MISSION_H_M201707C_A9: 緑属性の仲間を自軍に入れて、\n７章－４節ハード以上を\n４人全員生存でクリア。
MID_MISSION_M201707C_A10: 特殊：７章－５節ハード突破
MID_MISSION_H_M201707C_A10: 無属性の仲間を自軍に入れて、\n７章－５節ハード以上を\n４人全員生存でクリア。
MID_MISSION_M201707C_A11: 特殊：１０章－１節ルナ突破
MID_MISSION_H_M201707C_A11: １０章－１節ルナティックを\n４人全員生存でクリア。
MID_MISSION_M201707C_A12: 特殊：１０章－２節ルナ突破
MID_MISSION_H_M201707C_A12: 赤属性の仲間を自軍に入れて、\n１０章－２節ルナティックを\n４人全員生存でクリア。
MID_MISSION_M201707C_A13: 特殊：１０章－３節ルナ突破
MID_MISSION_H_M201707C_A13: 青属性の仲間を自軍に入れて、\n１０章－３節ルナティックを\n４人全員生存でクリア。
MID_MISSION_M201707C_A14: 特殊：１０章－４節ルナ突破
MID_MISSION_H_M201707C_A14: 緑属性の仲間を自軍に入れて、\n１０章－４節ルナティックを\n４人全員生存でクリア。
MID_MISSION_M201707C_A15: 特殊：１０章－５節ルナ突破
MID_MISSION_H_M201707C_A15: 無属性の仲間を自軍に入れて、\n１０章－５節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201706STORY02_TITLE: 覚醒の夏
MID_MISSION_S201706STORY02_A1: 特殊：外伝８－１節ルナ突破
MID_MISSION_H_S201706STORY02_A1: 剣の仲間を自軍に入れて、\n外伝８－１節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201706STORY02_A2: 特殊：外伝８－２節ルナ突破
MID_MISSION_H_S201706STORY02_A2: 槍の仲間を自軍に入れて、\n外伝８－２節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201706STORY02_A3: 特殊：外伝８－３節ルナ突破
MID_MISSION_H_S201706STORY02_A3: 斧の仲間を自軍に入れて、\n外伝８－３節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201706VOTE01_TITLE: 投票大戦
MID_MISSION_S201706VOTE01_A1: 敵を撃破
MID_MISSION_H_S201706VOTE01_A1: 敵を撃破。
MID_MISSION_S201706VOTE01_A2: 修練の塔・第２階層突破
MID_MISSION_H_S201706VOTE01_A2: 修練の塔・第２階層をクリア。
MID_MISSION_S201706VOTE01_A3: 修練の塔・第５階層突破
MID_MISSION_H_S201706VOTE01_A3: 修練の塔・第５階層をクリア。
MID_MISSION_S201706VOTE01_A4: 修練の塔・第８階層突破
MID_MISSION_H_S201706VOTE01_A4: 修練の塔・第８階層をクリア。
